experiment,instrument,family,is_selected_family,threshold,n,accuracy,precision,recall,f1,avg_precision,brier,log_loss,roc_auc,tn,fp,fn,tp
baseline + side_adjusted,si1s,logistic,0,0.6,114.0,0.49122807017543857,0.391304347826087,0.16981132075471697,0.23684210526315788,0.46089136407788656,0.2826579185430705,0.7668393212365828,0.48159604082895147,47.0,14.0,44.0,9.0
baseline + side_adjusted,si1s,logistic,0,0.65,114.0,0.5,0.375,0.11320754716981132,0.17391304347826086,0.46089136407788656,0.2826579185430705,0.7668393212365828,0.48159604082895147,51.0,10.0,47.0,6.0
baseline + side_adjusted,si1s,logistic,0,0.7,114.0,0.5087719298245614,0.3333333333333333,0.05660377358490566,0.0967741935483871,0.46089136407788656,0.2826579185430705,0.7668393212365828,0.48159604082895147,55.0,6.0,50.0,3.0
baseline + side_adjusted,si1s,random_forest,0,0.5,114.0,0.543859649122807,0.509090909090909,0.5283018867924528,0.5185185185185185,0.5722965617134831,0.24445120421604302,0.6819322359634498,0.5861429013300341,34.0,27.0,25.0,28.0
baseline + side_adjusted,si1s,random_forest,0,0.55,114.0,0.5877192982456141,0.65,0.24528301886792453,0.3561643835616438,0.5722965617134831,0.24445120421604302,0.6819322359634498,0.5861429013300341,54.0,7.0,40.0,13.0
baseline + side_adjusted,si1s,random_forest,0,0.6,114.0,0.5526315789473685,0.75,0.05660377358490566,0.10526315789473684,0.5722965617134831,0.24445120421604302,0.6819322359634498,0.5861429013300341,60.0,1.0,50.0,3.0
baseline + side_adjusted,si1s,random_forest,0,0.65,114.0,0.5350877192982456,0.0,0.0,0.0,0.5722965617134831,0.24445120421604302,0.6819322359634498,0.5861429013300341,61.0,0.0,53.0,0.0
baseline + side_adjusted,si1s,random_forest,0,0.7,114.0,0.5350877192982456,0.0,0.0,0.0,0.5722965617134831,0.24445120421604302,0.6819322359634498,0.5861429013300341,61.0,0.0,53.0,0.0
baseline + side_adjusted,si1s,extra_trees,0,0.5,114.0,0.5175438596491229,0.48148148148148145,0.49056603773584906,0.48598130841121495,0.5807796141787307,0.24306276673910934,0.6790370929309776,0.5861429013300341,33.0,28.0,27.0,26.0
baseline + side_adjusted,si1s,extra_trees,0,0.55,114.0,0.5701754385964912,0.7,0.1320754716981132,0.2222222222222222,0.5807796141787307,0.24306276673910934,0.6790370929309776,0.5861429013300341,58.0,3.0,46.0,7.0
baseline + side_adjusted,si1s,extra_trees,0,0.6,114.0,0.5350877192982456,0.0,0.0,0.0,0.5807796141787307,0.24306276673910934,0.6790370929309776,0.5861429013300341,61.0,0.0,53.0,0.0
baseline + side_adjusted,si1s,extra_trees,0,0.65,114.0,0.5350877192982456,0.0,0.0,0.0,0.5807796141787307,0.24306276673910934,0.6790370929309776,0.5861429013300341,61.0,0.0,53.0,0.0
baseline + side_adjusted,si1s,extra_trees,0,0.7,114.0,0.5350877192982456,0.0,0.0,0.0,0.5807796141787307,0.24306276673910934,0.6790370929309776,0.5861429013300341,61.0,0.0,53.0,0.0
baseline + side_adjusted,si1s,hist_gradient_boosting,0,0.5,114.0,0.5263157894736842,0.4864864864864865,0.33962264150943394,0.4,0.5353001236820515,0.3013757969558178,0.8450528970754169,0.5310856789359728,42.0,19.0,35.0,18.0
baseline + side_adjusted,si1s,hist_gradient_boosting,0,0.55,114.0,0.5350877192982456,0.5,0.3018867924528302,0.3764705882352941,0.5353001236820515,0.3013757969558178,0.8450528970754169,0.5310856789359728,45.0,16.0,37.0,16.0
baseline + side_adjusted,si1s,hist_gradient_boosting,0,0.6,114.0,0.5350877192982456,0.5,0.20754716981132076,0.29333333333333333,0.5353001236820515,0.3013757969558178,0.8450528970754169,0.5310856789359728,50.0,11.0,42.0,11.0
baseline + side_adjusted,si1s,hist_gradient_boosting,0,0.65,114.0,0.5350877192982456,0.5,0.18867924528301888,0.273972602739726,0.5353001236820515,0.3013757969558178,0.8450528970754169,0.5310856789359728,51.0,10.0,43.0,10.0
baseline + side_adjusted,si1s,hist_gradient_boosting,0,0.7,114.0,0.5263157894736842,0.47368421052631576,0.16981132075471697,0.25,0.5353001236820515,0.3013757969558178,0.8450528970754169,0.5310856789359728,51.0,10.0,44.0,9.0
baseline + side_adjusted,si1s,adaboost,0,0.5,114.0,0.5175438596491229,0.4891304347826087,0.8490566037735849,0.6206896551724138,0.5276222992049264,0.25001369093527953,0.6934898876092116,0.5550572223940613,14.0,47.0,8.0,45.0
baseline + side_adjusted,si1s,adaboost,0,0.55,114.0,0.5526315789473685,0.5625,0.16981132075471697,0.2608695652173913,0.5276222992049264,0.25001369093527953,0.6934898876092116,0.5550572223940613,54.0,7.0,44.0,9.0
baseline + side_adjusted,si1s,adaboost,0,0.6,114.0,0.5526315789473685,0.5625,0.16981132075471697,0.2608695652173913,0.5276222992049264,0.25001369093527953,0.6934898876092116,0.5550572223940613,54.0,7.0,44.0,9.0
baseline + side_adjusted,si1s,adaboost,0,0.65,114.0,0.5701754385964912,0.6428571428571429,0.16981132075471697,0.26865671641791045,0.5276222992049264,0.25001369093527953,0.6934898876092116,0.5550572223940613,56.0,5.0,44.0,9.0
baseline + side_adjusted,si1s,adaboost,0,0.7,114.0,0.5701754385964912,0.6666666666666666,0.1509433962264151,0.24615384615384617,0.5276222992049264,0.25001369093527953,0.6934898876092116,0.5550572223940613,57.0,4.0,45.0,8.0
baseline + side_adjusted,si1s,mlp,1,0.5,114.0,0.5263157894736842,0.49295774647887325,0.660377358490566,0.5645161290322581,0.4929024327875354,0.269132929350113,0.735987441570252,0.5289205072687906,25.0,36.0,18.0,35.0
baseline + side_adjusted,si1s,mlp,1,0.55,114.0,0.5087719298245614,0.4745762711864407,0.5283018867924528,0.5,0.4929024327875354,0.269132929350113,0.735987441570252,0.5289205072687906,30.0,31.0,25.0,28.0
baseline + side_adjusted,si1s,mlp,1,0.6,114.0,0.5526315789473685,0.52,0.49056603773584906,0.5048543689320388,0.4929024327875354,0.269132929350113,0.735987441570252,0.5289205072687906,37.0,24.0,27.0,26.0
baseline + side_adjusted,si1s,mlp,1,0.65,114.0,0.5614035087719298,0.5428571428571428,0.3584905660377358,0.4318181818181818,0.4929024327875354,0.269132929350113,0.735987441570252,0.5289205072687906,45.0,16.0,34.0,19.0
baseline + side_adjusted,si1s,mlp,1,0.7,114.0,0.5087719298245614,0.42857142857142855,0.16981132075471697,0.24324324324324326,0.4929024327875354,0.269132929350113,0.735987441570252,0.5289205072687906,49.0,12.0,44.0,9.0
baseline + side_adjusted,hg1s,logistic,0,0.5,118.0,0.5254237288135594,0.6666666666666666,0.3283582089552239,0.44,0.6731932118290195,0.26656552177774756,0.7316318538753159,0.5700907228563067,40.0,11.0,45.0,22.0
baseline + side_adjusted,hg1s,logistic,0,0.55,118.0,0.5169491525423728,0.6785714285714286,0.2835820895522388,0.4,0.6731932118290195,0.26656552177774756,0.7316318538753159,0.5700907228563067,42.0,9.0,48.0,19.0
baseline + side_adjusted,hg1s,logistic,0,0.6,118.0,0.4915254237288136,0.7058823529411765,0.1791044776119403,0.2857142857142857,0.6731932118290195,0.26656552177774756,0.7316318538753159,0.5700907228563067,46.0,5.0,55.0,12.0
baseline + side_adjusted,hg1s,logistic,0,0.65,118.0,0.4830508474576271,0.75,0.13432835820895522,0.22784810126582278,0.6731932118290195,0.26656552177774756,0.7316318538753159,0.5700907228563067,48.0,3.0,58.0,9.0
baseline + side_adjusted,hg1s,logistic,0,0.7,118.0,0.4491525423728814,1.0,0.029850746268656716,0.057971014492753624,0.6731932118290195,0.26656552177774756,0.7316318538753159,0.5700907228563067,51.0,0.0,65.0,2.0
baseline + side_adjusted,hg1s,random_forest,0,0.5,118.0,0.5508474576271186,0.5945945945945946,0.6567164179104478,0.624113475177305,0.7093430255084133,0.24963094856722895,0.692793270722558,0.5917471466198418,21.0,30.0,23.0,44.0
baseline + side_adjusted,hg1s,random_forest,0,0.55,118.0,0.576271186440678,0.7741935483870968,0.3582089552238806,0.4897959183673469,0.7093430255084133,0.24963094856722895,0.692793270722558,0.5917471466198418,44.0,7.0,43.0,24.0
baseline + side_adjusted,hg1s,random_forest,0,0.6,118.0,0.4322033898305085,0.0,0.0,0.0,0.7093430255084133,0.24963094856722895,0.692793270722558,0.5917471466198418,51.0,0.0,67.0,0.0
baseline + side_adjusted,hg1s,random_forest,0,0.65,118.0,0.4322033898305085,0.0,0.0,0.0,0.7093430255084133,0.24963094856722895,0.692793270722558,0.5917471466198418,51.0,0.0,67.0,0.0
baseline + side_adjusted,hg1s,random_forest,0,0.7,118.0,0.4322033898305085,0.0,0.0,0.0,0.7093430255084133,0.24963094856722895,0.692793270722558,0.5917471466198418,51.0,0.0,67.0,0.0
baseline + side_adjusted,hg1s,extra_trees,0,0.5,118.0,0.4915254237288136,0.5432098765432098,0.6567164179104478,0.5945945945945946,0.49493310219013714,0.2650781213626162,0.7249396096503354,0.41527655838454786,14.0,37.0,23.0,44.0
baseline + side_adjusted,hg1s,extra_trees,0,0.55,118.0,0.4491525423728814,0.5166666666666667,0.4626865671641791,0.4881889763779528,0.49493310219013714,0.2650781213626162,0.7249396096503354,0.41527655838454786,22.0,29.0,36.0,31.0
baseline + side_adjusted,hg1s,extra_trees,0,0.6,118.0,0.4322033898305085,0.5,0.3283582089552239,0.3963963963963964,0.49493310219013714,0.2650781213626162,0.7249396096503354,0.41527655838454786,29.0,22.0,45.0,22.0
baseline + side_adjusted,hg1s,extra_trees,0,0.65,118.0,0.3813559322033898,0.3125,0.07462686567164178,0.12048192771084337,0.49493310219013714,0.2650781213626162,0.7249396096503354,0.41527655838454786,40.0,11.0,62.0,5.0
baseline + side_adjusted,hg1s,extra_trees,0,0.7,118.0,0.423728813559322,0.0,0.0,0.0,0.49493310219013714,0.2650781213626162,0.7249396096503354,0.41527655838454786,50.0,1.0,67.0,0.0
baseline + side_adjusted,hg1s,hist_gradient_boosting,1,0.5,118.0,0.4745762711864407,0.5324675324675324,0.6119402985074627,0.5694444444444444,0.5482641253486266,0.3149242947505565,0.8644716806519406,0.43137254901960786,15.0,36.0,26.0,41.0
baseline + side_adjusted,hg1s,hist_gradient_boosting,1,0.55,118.0,0.4661016949152542,0.5285714285714286,0.5522388059701493,0.5401459854014599,0.5482641253486266,0.3149242947505565,0.8644716806519406,0.43137254901960786,18.0,33.0,30.0,37.0
baseline + side_adjusted,hg1s,hist_gradient_boosting,1,0.6,118.0,0.4491525423728814,0.515625,0.4925373134328358,0.5038167938931297,0.5482641253486266,0.3149242947505565,0.8644716806519406,0.43137254901960786,20.0,31.0,34.0,33.0
baseline + side_adjusted,hg1s,hist_gradient_boosting,1,0.65,118.0,0.4067796610169492,0.4727272727272727,0.3880597014925373,0.4262295081967213,0.5482641253486266,0.3149242947505565,0.8644716806519406,0.43137254901960786,22.0,29.0,41.0,26.0
baseline + side_adjusted,hg1s,hist_gradient_boosting,1,0.7,118.0,0.4322033898305085,0.5,0.34328358208955223,0.40707964601769914,0.5482641253486266,0.3149242947505565,0.8644716806519406,0.43137254901960786,28.0,23.0,44.0,23.0
baseline + side_adjusted,hg1s,adaboost,0,0.5,118.0,0.5847457627118644,0.5957446808510638,0.835820895522388,0.6956521739130435,0.7497124910906776,0.23608646566253236,0.6653305352912606,0.6660813579163009,13.0,38.0,11.0,56.0
baseline + side_adjusted,hg1s,adaboost,0,0.55,118.0,0.576271186440678,0.6164383561643836,0.6716417910447762,0.6428571428571429,0.7497124910906776,0.23608646566253236,0.6653305352912606,0.6660813579163009,23.0,28.0,22.0,45.0
baseline + side_adjusted,hg1s,adaboost,0,0.6,118.0,0.5847457627118644,0.8214285714285714,0.34328358208955223,0.4842105263157895,0.7497124910906776,0.23608646566253236,0.6653305352912606,0.6660813579163009,46.0,5.0,44.0,23.0
baseline + side_adjusted,hg1s,adaboost,0,0.65,118.0,0.559322033898305,0.8947368421052632,0.2537313432835821,0.3953488372093023,0.7497124910906776,0.23608646566253236,0.6653305352912606,0.6660813579163009,49.0,2.0,50.0,17.0
baseline + side_adjusted,hg1s,adaboost,0,0.7,118.0,0.4406779661016949,1.0,0.014925373134328358,0.029411764705882353,0.7497124910906776,0.23608646566253236,0.6653305352912606,0.6660813579163009,51.0,0.0,66.0,1.0
baseline + side_adjusted,hg1s,mlp,0,0.5,118.0,0.6271186440677966,0.6263736263736264,0.8507462686567164,0.7215189873417721,0.5287859824861865,0.26793417077088,0.7483815035095693,0.4828797190517999,17.0,34.0,10.0,57.0
baseline + side_adjusted,hg1s,mlp,0,0.55,118.0,0.5847457627118644,0.6125,0.7313432835820896,0.6666666666666666,0.5287859824861865,0.26793417077088,0.7483815035095693,0.4828797190517999,20.0,31.0,18.0,49.0
baseline + side_adjusted,hg1s,mlp,0,0.6,118.0,0.5169491525423728,0.5806451612903226,0.5373134328358209,0.5581395348837209,0.5287859824861865,0.26793417077088,0.7483815035095693,0.4828797190517999,25.0,26.0,31.0,36.0
baseline + side_adjusted,hg1s,mlp,0,0.65,118.0,0.423728813559322,0.4883720930232558,0.31343283582089554,0.38181818181818183,0.5287859824861865,0.26793417077088,0.7483815035095693,0.4828797190517999,29.0,22.0,46.0,21.0
baseline + side_adjusted,hg1s,mlp,0,0.7,118.0,0.3813559322033898,0.38461538461538464,0.14925373134328357,0.21505376344086022,0.5287859824861865,0.26793417077088,0.7483815035095693,0.4828797190517999,35.0,16.0,57.0,10.0
baseline + side_adjusted,pl1s,logistic,0,0.5,99.0,0.5555555555555556,0.7419354838709677,0.3898305084745763,0.5111111111111111,0.7517917624527354,0.2535313275384788,0.7016779361094346,0.7063559322033899,32.0,8.0,36.0,23.0
baseline + side_adjusted,pl1s,logistic,0,0.55,99.0,0.5555555555555556,0.8,0.3389830508474576,0.47619047619047616,0.7517917624527354,0.2535313275384788,0.7016779361094346,0.7063559322033899,35.0,5.0,39.0,20.0
baseline + side_adjusted,pl1s,logistic,0,0.6,99.0,0.48484848484848486,0.75,0.2033898305084746,0.32,0.7517917624527354,0.2535313275384788,0.7016779361094346,0.7063559322033899,36.0,4.0,47.0,12.0
baseline + side_adjusted,pl1s,logistic,0,0.65,99.0,0.45454545454545453,0.6923076923076923,0.15254237288135594,0.25,0.7517917624527354,0.2535313275384788,0.7016779361094346,0.7063559322033899,36.0,4.0,50.0,9.0
baseline + side_adjusted,pl1s,logistic,0,0.7,99.0,0.46464646464646464,0.8,0.13559322033898305,0.2318840579710145,0.7517917624527354,0.2535313275384788,0.7016779361094346,0.7063559322033899,38.0,2.0,51.0,8.0
baseline + side_adjusted,pl1s,random_forest,0,0.5,99.0,0.4444444444444444,0.5476190476190477,0.3898305084745763,0.45544554455445546,0.6513953184478332,0.25316818408135533,0.6995058366596615,0.5012711864406779,21.0,19.0,36.0,23.0
baseline + side_adjusted,pl1s,random_forest,0,0.55,99.0,0.46464646464646464,0.6666666666666666,0.2033898305084746,0.3116883116883117,0.6513953184478332,0.25316818408135533,0.6995058366596615,0.5012711864406779,34.0,6.0,47.0,12.0
baseline + side_adjusted,pl1s,random_forest,0,0.6,99.0,0.45454545454545453,1.0,0.0847457627118644,0.15625,0.6513953184478332,0.25316818408135533,0.6995058366596615,0.5012711864406779,40.0,0.0,54.0,5.0
baseline + side_adjusted,pl1s,random_forest,0,0.65,99.0,0.40404040404040403,0.0,0.0,0.0,0.6513953184478332,0.25316818408135533,0.6995058366596615,0.5012711864406779,40.0,0.0,59.0,0.0
baseline + side_adjusted,pl1s,random_forest,0,0.7,99.0,0.40404040404040403,0.0,0.0,0.0,0.6513953184478332,0.25316818408135533,0.6995058366596615,0.5012711864406779,40.0,0.0,59.0,0.0
baseline + side_adjusted,pl1s,extra_trees,1,0.5,99.0,0.4444444444444444,0.5384615384615384,0.4745762711864407,0.5045045045045045,0.687010673350572,0.25002678588474575,0.6932910513261562,0.5343220338983051,16.0,24.0,31.0,28.0
baseline + side_adjusted,pl1s,extra_trees,1,0.55,99.0,0.5050505050505051,0.8125,0.22033898305084745,0.3466666666666667,0.687010673350572,0.25002678588474575,0.6932910513261562,0.5343220338983051,37.0,3.0,46.0,13.0
baseline + side_adjusted,pl1s,extra_trees,1,0.6,99.0,0.41414141414141414,1.0,0.01694915254237288,0.03333333333333333,0.687010673350572,0.25002678588474575,0.6932910513261562,0.5343220338983051,40.0,0.0,58.0,1.0
baseline + side_adjusted,pl1s,extra_trees,1,0.65,99.0,0.40404040404040403,0.0,0.0,0.0,0.687010673350572,0.25002678588474575,0.6932910513261562,0.5343220338983051,40.0,0.0,59.0,0.0
baseline + side_adjusted,pl1s,extra_trees,1,0.7,99.0,0.40404040404040403,0.0,0.0,0.0,0.687010673350572,0.25002678588474575,0.6932910513261562,0.5343220338983051,40.0,0.0,59.0,0.0
baseline + side_adjusted,pl1s,hist_gradient_boosting,0,0.5,99.0,0.5454545454545454,0.609375,0.6610169491525424,0.6341463414634146,0.6658342207607704,0.24578831087372296,0.684394842883917,0.5669491525423729,15.0,25.0,20.0,39.0
baseline + side_adjusted,pl1s,hist_gradient_boosting,0,0.55,99.0,0.5454545454545454,0.64,0.5423728813559322,0.5871559633027523,0.6658342207607704,0.24578831087372296,0.684394842883917,0.5669491525423729,22.0,18.0,27.0,32.0
baseline + side_adjusted,pl1s,hist_gradient_boosting,0,0.6,99.0,0.5353535353535354,0.6857142857142857,0.4067796610169492,0.5106382978723404,0.6658342207607704,0.24578831087372296,0.684394842883917,0.5669491525423729,29.0,11.0,35.0,24.0
baseline + side_adjusted,pl1s,hist_gradient_boosting,0,0.65,99.0,0.5151515151515151,0.72,0.3050847457627119,0.42857142857142855,0.6658342207607704,0.24578831087372296,0.684394842883917,0.5669491525423729,33.0,7.0,41.0,18.0
baseline + side_adjusted,pl1s,hist_gradient_boosting,0,0.7,99.0,0.46464646464646464,0.6875,0.1864406779661017,0.29333333333333333,0.6658342207607704,0.24578831087372296,0.684394842883917,0.5669491525423729,35.0,5.0,48.0,11.0
baseline + side_adjusted,pl1s,adaboost,0,0.5,99.0,0.5555555555555556,0.5842696629213483,0.8813559322033898,0.7027027027027027,0.6031015960113141,0.254495798634166,0.7036560663380549,0.47563559322033894,3.0,37.0,7.0,52.0
baseline + side_adjusted,pl1s,adaboost,0,0.55,99.0,0.5757575757575758,0.6197183098591549,0.7457627118644068,0.676923076923077,0.6031015960113141,0.254495798634166,0.7036560663380549,0.47563559322033894,13.0,27.0,15.0,44.0
baseline + side_adjusted,pl1s,adaboost,0,0.6,99.0,0.47474747474747475,0.5714285714285714,0.4745762711864407,0.5185185185185185,0.6031015960113141,0.254495798634166,0.7036560663380549,0.47563559322033894,19.0,21.0,31.0,28.0
baseline + side_adjusted,pl1s,adaboost,0,0.65,99.0,0.3838383838383838,0.4666666666666667,0.23728813559322035,0.3146067415730337,0.6031015960113141,0.254495798634166,0.7036560663380549,0.47563559322033894,24.0,16.0,45.0,14.0
baseline + side_adjusted,pl1s,adaboost,0,0.7,99.0,0.42424242424242425,0.6666666666666666,0.06779661016949153,0.12307692307692308,0.6031015960113141,0.254495798634166,0.7036560663380549,0.47563559322033894,38.0,2.0,55.0,4.0
baseline + side_adjusted,pl1s,mlp,0,0.5,99.0,0.5656565656565656,0.6,0.8135593220338984,0.6906474820143885,0.5261271642191848,0.2878983691094072,0.8090919660176357,0.41355932203389834,8.0,32.0,11.0,48.0
baseline + side_adjusted,pl1s,mlp,0,0.55,99.0,0.5555555555555556,0.6056338028169014,0.7288135593220338,0.6615384615384615,0.5261271642191848,0.2878983691094072,0.8090919660176357,0.41355932203389834,12.0,28.0,16.0,43.0
baseline + side_adjusted,pl1s,mlp,0,0.6,99.0,0.48484848484848486,0.5689655172413793,0.559322033898305,0.5641025641025641,0.5261271642191848,0.2878983691094072,0.8090919660176357,0.41355932203389834,15.0,25.0,26.0,33.0
baseline + side_adjusted,pl1s,mlp,0,0.65,99.0,0.37373737373737376,0.46153846153846156,0.3050847457627119,0.3673469387755102,0.5261271642191848,0.2878983691094072,0.8090919660176357,0.41355932203389834,19.0,21.0,41.0,18.0
baseline + side_adjusted,pl1s,mlp,0,0.7,99.0,0.36363636363636365,0.4411764705882353,0.2542372881355932,0.3225806451612903,0.5261271642191848,0.2878983691094072,0.8090919660176357,0.41355932203389834,21.0,19.0,44.0,15.0
+ signal_history,es1s,logistic,0,0.5,115.0,0.4,0.41,0.803921568627451,0.543046357615894,0.4328067563055631,0.4275883375055943,1.2495139071329973,0.4411764705882353,5.0,59.0,10.0,41.0
+ signal_history,es1s,logistic,0,0.55,115.0,0.41739130434782606,0.4166666666666667,0.7843137254901961,0.54421768707483,0.4328067563055631,0.4275883375055943,1.2495139071329973,0.4411764705882353,8.0,56.0,11.0,40.0
+ signal_history,es1s,logistic,0,0.6,115.0,0.41739130434782606,0.4166666666666667,0.7843137254901961,0.54421768707483,0.4328067563055631,0.4275883375055943,1.2495139071329973,0.4411764705882353,8.0,56.0,11.0,40.0
+ signal_history,es1s,logistic,0,0.65,115.0,0.41739130434782606,0.4090909090909091,0.7058823529411765,0.5179856115107914,0.4328067563055631,0.4275883375055943,1.2495139071329973,0.4411764705882353,12.0,52.0,15.0,36.0
+ signal_history,es1s,logistic,0,0.7,115.0,0.4260869565217391,0.4117647058823529,0.6862745098039216,0.5147058823529411,0.4328067563055631,0.4275883375055943,1.2495139071329973,0.4411764705882353,14.0,50.0,16.0,35.0
+ signal_history,es1s,random_forest,0,0.5,115.0,0.40869565217391307,0.4174757281553398,0.8431372549019608,0.5584415584415584,0.4524604780729585,0.2813484268820041,0.7575081168974852,0.41727941176470595,4.0,60.0,8.0,43.0
+ signal_history,es1s,random_forest,0,0.55,115.0,0.391304347826087,0.3978494623655914,0.7254901960784313,0.5138888888888888,0.4524604780729585,0.2813484268820041,0.7575081168974852,0.41727941176470595,8.0,56.0,14.0,37.0
+ signal_history,es1s,random_forest,0,0.6,115.0,0.45217391304347826,0.38,0.37254901960784315,0.37623762376237624,0.4524604780729585,0.2813484268820041,0.7575081168974852,0.41727941176470595,33.0,31.0,32.0,19.0
