experiment,instrument,family,is_selected_family,threshold,n,accuracy,precision,recall,f1,avg_precision,brier,log_loss,roc_auc,tn,fp,fn,tp
baseline + side_adjusted,cl1s,adaboost,1,0.55,83.0,0.7951807228915663,0.7951807228915663,1.0,0.8859060402684564,0.7778949581780767,0.171102695600019,0.5340049024450323,0.44028520499108736,0.0,17.0,0.0,66.0
baseline + side_adjusted,cl1s,adaboost,1,0.6,83.0,0.7951807228915663,0.7951807228915663,1.0,0.8859060402684564,0.7778949581780767,0.171102695600019,0.5340049024450323,0.44028520499108736,0.0,17.0,0.0,66.0
baseline + side_adjusted,cl1s,adaboost,1,0.65,83.0,0.7951807228915663,0.7951807228915663,1.0,0.8859060402684564,0.7778949581780767,0.171102695600019,0.5340049024450323,0.44028520499108736,0.0,17.0,0.0,66.0
baseline + side_adjusted,cl1s,adaboost,1,0.7,83.0,0.7951807228915663,0.7951807228915663,1.0,0.8859060402684564,0.7778949581780767,0.171102695600019,0.5340049024450323,0.44028520499108736,0.0,17.0,0.0,66.0
baseline + side_adjusted,cl1s,mlp,0,0.5,83.0,0.7228915662650602,0.7945205479452054,0.8787878787878788,0.8345323741007195,0.8107682833557206,0.19395635732617064,0.5818919298774775,0.5080213903743316,2.0,15.0,8.0,58.0
baseline + side_adjusted,cl1s,mlp,0,0.55,83.0,0.6987951807228916,0.7887323943661971,0.8484848484848485,0.8175182481751825,0.8107682833557206,0.19395635732617064,0.5818919298774775,0.5080213903743316,2.0,15.0,10.0,56.0
baseline + side_adjusted,cl1s,mlp,0,0.6,83.0,0.6746987951807228,0.7910447761194029,0.803030303030303,0.7969924812030075,0.8107682833557206,0.19395635732617064,0.5818919298774775,0.5080213903743316,3.0,14.0,13.0,53.0
baseline + side_adjusted,cl1s,mlp,0,0.65,83.0,0.6867469879518072,0.8125,0.7878787878787878,0.8,0.8107682833557206,0.19395635732617064,0.5818919298774775,0.5080213903743316,5.0,12.0,14.0,52.0
baseline + side_adjusted,cl1s,mlp,0,0.7,83.0,0.6506024096385542,0.8135593220338984,0.7272727272727273,0.768,0.8107682833557206,0.19395635732617064,0.5818919298774775,0.5080213903743316,6.0,11.0,18.0,48.0
baseline + side_adjusted,ho1s,logistic,0,0.5,2.0,1.0,0.0,0.0,0.0,,0.13903146441009057,0.4631881113220554,,2.0,0.0,0.0,0.0
baseline + side_adjusted,ho1s,logistic,0,0.55,2.0,1.0,0.0,0.0,0.0,,0.13903146441009057,0.4631881113220554,,2.0,0.0,0.0,0.0
baseline + side_adjusted,ho1s,logistic,0,0.6,2.0,1.0,0.0,0.0,0.0,,0.13903146441009057,0.4631881113220554,,2.0,0.0,0.0,0.0
baseline + side_adjusted,ho1s,logistic,0,0.65,2.0,1.0,0.0,0.0,0.0,,0.13903146441009057,0.4631881113220554,,2.0,0.0,0.0,0.0
baseline + side_adjusted,ho1s,logistic,0,0.7,2.0,1.0,0.0,0.0,0.0,,0.13903146441009057,0.4631881113220554,,2.0,0.0,0.0,0.0
baseline + side_adjusted,ho1s,random_forest,0,0.5,2.0,1.0,0.0,0.0,0.0,,0.21561027618746853,0.6242527959795416,,2.0,0.0,0.0,0.0
baseline + side_adjusted,ho1s,random_forest,0,0.55,2.0,1.0,0.0,0.0,0.0,,0.21561027618746853,0.6242527959795416,,2.0,0.0,0.0,0.0
baseline + side_adjusted,ho1s,random_forest,0,0.6,2.0,1.0,0.0,0.0,0.0,,0.21561027618746853,0.6242527959795416,,2.0,0.0,0.0,0.0
baseline + side_adjusted,ho1s,random_forest,0,0.65,2.0,1.0,0.0,0.0,0.0,,0.21561027618746853,0.6242527959795416,,2.0,0.0,0.0,0.0
baseline + side_adjusted,ho1s,random_forest,0,0.7,2.0,1.0,0.0,0.0,0.0,,0.21561027618746853,0.6242527959795416,,2.0,0.0,0.0,0.0
baseline + side_adjusted,ho1s,extra_trees,0,0.5,2.0,1.0,0.0,0.0,0.0,,0.16967386654597574,0.53087806944994,,2.0,0.0,0.0,0.0
baseline + side_adjusted,ho1s,extra_trees,0,0.55,2.0,1.0,0.0,0.0,0.0,,0.16967386654597574,0.53087806944994,,2.0,0.0,0.0,0.0
baseline + side_adjusted,ho1s,extra_trees,0,0.6,2.0,1.0,0.0,0.0,0.0,,0.16967386654597574,0.53087806944994,,2.0,0.0,0.0,0.0
baseline + side_adjusted,ho1s,extra_trees,0,0.65,2.0,1.0,0.0,0.0,0.0,,0.16967386654597574,0.53087806944994,,2.0,0.0,0.0,0.0
baseline + side_adjusted,ho1s,extra_trees,0,0.7,2.0,1.0,0.0,0.0,0.0,,0.16967386654597574,0.53087806944994,,2.0,0.0,0.0,0.0
baseline + side_adjusted,ho1s,hist_gradient_boosting,0,0.5,2.0,0.5,0.0,0.0,0.0,,0.20928245442591004,0.6101016450838828,,1.0,1.0,0.0,0.0
baseline + side_adjusted,ho1s,hist_gradient_boosting,0,0.55,2.0,1.0,0.0,0.0,0.0,,0.20928245442591004,0.6101016450838828,,2.0,0.0,0.0,0.0
baseline + side_adjusted,ho1s,hist_gradient_boosting,0,0.6,2.0,1.0,0.0,0.0,0.0,,0.20928245442591004,0.6101016450838828,,2.0,0.0,0.0,0.0
baseline + side_adjusted,ho1s,hist_gradient_boosting,0,0.65,2.0,1.0,0.0,0.0,0.0,,0.20928245442591004,0.6101016450838828,,2.0,0.0,0.0,0.0
baseline + side_adjusted,ho1s,hist_gradient_boosting,0,0.7,2.0,1.0,0.0,0.0,0.0,,0.20928245442591004,0.6101016450838828,,2.0,0.0,0.0,0.0
baseline + side_adjusted,ho1s,adaboost,1,0.5,2.0,1.0,0.0,0.0,0.0,,0.10661806378226317,0.39499793523525095,,2.0,0.0,0.0,0.0
baseline + side_adjusted,ho1s,adaboost,1,0.55,2.0,1.0,0.0,0.0,0.0,,0.10661806378226317,0.39499793523525095,,2.0,0.0,0.0,0.0
baseline + side_adjusted,ho1s,adaboost,1,0.6,2.0,1.0,0.0,0.0,0.0,,0.10661806378226317,0.39499793523525095,,2.0,0.0,0.0,0.0
baseline + side_adjusted,ho1s,adaboost,1,0.65,2.0,1.0,0.0,0.0,0.0,,0.10661806378226317,0.39499793523525095,,2.0,0.0,0.0,0.0
baseline + side_adjusted,ho1s,adaboost,1,0.7,2.0,1.0,0.0,0.0,0.0,,0.10661806378226317,0.39499793523525095,,2.0,0.0,0.0,0.0
baseline + side_adjusted,ho1s,mlp,0,0.5,2.0,0.0,0.0,0.0,0.0,,0.43422525626510244,1.1009848672477553,,0.0,2.0,0.0,0.0
baseline + side_adjusted,ho1s,mlp,0,0.55,2.0,0.5,0.0,0.0,0.0,,0.43422525626510244,1.1009848672477553,,1.0,1.0,0.0,0.0
baseline + side_adjusted,ho1s,mlp,0,0.6,2.0,0.5,0.0,0.0,0.0,,0.43422525626510244,1.1009848672477553,,1.0,1.0,0.0,0.0
baseline + side_adjusted,ho1s,mlp,0,0.65,2.0,0.5,0.0,0.0,0.0,,0.43422525626510244,1.1009848672477553,,1.0,1.0,0.0,0.0
baseline + side_adjusted,ho1s,mlp,0,0.7,2.0,0.5,0.0,0.0,0.0,,0.43422525626510244,1.1009848672477553,,1.0,1.0,0.0,0.0
baseline + side_adjusted,rb1s,logistic,0,0.5,123.0,0.6097560975609756,0.8478260869565217,0.4875,0.6190476190476191,0.7947449230784374,0.24969122043981004,0.7075434729643563,0.6813953488372093,36.0,7.0,41.0,39.0
baseline + side_adjusted,rb1s,logistic,0,0.55,123.0,0.6016260162601627,0.8780487804878049,0.45,0.5950413223140496,0.7947449230784374,0.24969122043981004,0.7075434729643563,0.6813953488372093,38.0,5.0,44.0,36.0
baseline + side_adjusted,rb1s,logistic,0,0.6,123.0,0.5853658536585366,0.8918918918918919,0.4125,0.5641025641025641,0.7947449230784374,0.24969122043981004,0.7075434729643563,0.6813953488372093,39.0,4.0,47.0,33.0
baseline + side_adjusted,rb1s,logistic,0,0.65,123.0,0.5447154471544715,0.875,0.35,0.5,0.7947449230784374,0.24969122043981004,0.7075434729643563,0.6813953488372093,39.0,4.0,52.0,28.0
baseline + side_adjusted,rb1s,logistic,0,0.7,123.0,0.4959349593495935,0.875,0.2625,0.40384615384615385,0.7947449230784374,0.24969122043981004,0.7075434729643563,0.6813953488372093,40.0,3.0,59.0,21.0
baseline + side_adjusted,rb1s,random_forest,1,0.5,123.0,0.5853658536585366,0.7959183673469388,0.4875,0.6046511627906976,0.8343257355901311,0.2559169846094163,0.707795083532889,0.6787790697674418,33.0,10.0,41.0,39.0
baseline + side_adjusted,rb1s,random_forest,1,0.55,123.0,0.45528455284552843,1.0,0.1625,0.27956989247311825,0.8343257355901311,0.2559169846094163,0.707795083532889,0.6787790697674418,43.0,0.0,67.0,13.0
baseline + side_adjusted,rb1s,random_forest,1,0.6,123.0,0.34959349593495936,0.0,0.0,0.0,0.8343257355901311,0.2559169846094163,0.707795083532889,0.6787790697674418,43.0,0.0,80.0,0.0
baseline + side_adjusted,rb1s,random_forest,1,0.65,123.0,0.34959349593495936,0.0,0.0,0.0,0.8343257355901311,0.2559169846094163,0.707795083532889,0.6787790697674418,43.0,0.0,80.0,0.0
baseline + side_adjusted,rb1s,random_forest,1,0.7,123.0,0.34959349593495936,0.0,0.0,0.0,0.8343257355901311,0.2559169846094163,0.707795083532889,0.6787790697674418,43.0,0.0,80.0,0.0
baseline + side_adjusted,rb1s,extra_trees,0,0.5,123.0,0.6991869918699187,0.8524590163934426,0.65,0.7375886524822695,0.8184871364207368,0.23622098100445893,0.6692227750269079,0.6976744186046512,34.0,9.0,28.0,52.0
baseline + side_adjusted,rb1s,extra_trees,0,0.55,123.0,0.6747967479674797,0.8703703703703703,0.5875,0.7014925373134329,0.8184871364207368,0.23622098100445893,0.6692227750269079,0.6976744186046512,36.0,7.0,33.0,47.0
baseline + side_adjusted,rb1s,extra_trees,0,0.6,123.0,0.5284552845528455,0.9583333333333334,0.2875,0.4423076923076923,0.8184871364207368,0.23622098100445893,0.6692227750269079,0.6976744186046512,42.0,1.0,57.0,23.0
baseline + side_adjusted,rb1s,extra_trees,0,0.65,123.0,0.37398373983739835,0.8,0.05,0.09411764705882353,0.8184871364207368,0.23622098100445893,0.6692227750269079,0.6976744186046512,42.0,1.0,76.0,4.0
baseline + side_adjusted,rb1s,extra_trees,0,0.7,123.0,0.34959349593495936,0.0,0.0,0.0,0.8184871364207368,0.23622098100445893,0.6692227750269079,0.6976744186046512,43.0,0.0,80.0,0.0
baseline + side_adjusted,rb1s,hist_gradient_boosting,0,0.5,123.0,0.6260162601626016,0.7741935483870968,0.6,0.676056338028169,0.7462603992831098,0.24115248933640593,0.7041746603288831,0.6703488372093024,29.0,14.0,32.0,48.0
baseline + side_adjusted,rb1s,hist_gradient_boosting,0,0.55,123.0,0.6097560975609756,0.7758620689655172,0.5625,0.6521739130434783,0.7462603992831098,0.24115248933640593,0.7041746603288831,0.6703488372093024,30.0,13.0,35.0,45.0
baseline + side_adjusted,rb1s,hist_gradient_boosting,0,0.6,123.0,0.6016260162601627,0.7924528301886793,0.525,0.631578947368421,0.7462603992831098,0.24115248933640593,0.7041746603288831,0.6703488372093024,32.0,11.0,38.0,42.0
baseline + side_adjusted,rb1s,hist_gradient_boosting,0,0.65,123.0,0.6016260162601627,0.8163265306122449,0.5,0.6201550387596899,0.7462603992831098,0.24115248933640593,0.7041746603288831,0.6703488372093024,34.0,9.0,40.0,40.0
baseline + side_adjusted,rb1s,hist_gradient_boosting,0,0.7,123.0,0.5609756097560976,0.8095238095238095,0.425,0.5573770491803278,0.7462603992831098,0.24115248933640593,0.7041746603288831,0.6703488372093024,35.0,8.0,46.0,34.0
baseline + side_adjusted,rb1s,adaboost,0,0.5,123.0,0.6178861788617886,0.746268656716418,0.625,0.6802721088435374,0.7530688850489102,0.26869405718409606,0.7388563050838242,0.6299418604651162,26.0,17.0,30.0,50.0
baseline + side_adjusted,rb1s,adaboost,0,0.55,123.0,0.43902439024390244,0.8235294117647058,0.175,0.28865979381443296,0.7530688850489102,0.26869405718409606,0.7388563050838242,0.6299418604651162,40.0,3.0,66.0,14.0
baseline + side_adjusted,rb1s,adaboost,0,0.6,123.0,0.34959349593495936,0.0,0.0,0.0,0.7530688850489102,0.26869405718409606,0.7388563050838242,0.6299418604651162,43.0,0.0,80.0,0.0
baseline + side_adjusted,rb1s,adaboost,0,0.65,123.0,0.34959349593495936,0.0,0.0,0.0,0.7530688850489102,0.26869405718409606,0.7388563050838242,0.6299418604651162,43.0,0.0,80.0,0.0
baseline + side_adjusted,rb1s,adaboost,0,0.7,123.0,0.34959349593495936,0.0,0.0,0.0,0.7530688850489102,0.26869405718409606,0.7388563050838242,0.6299418604651162,43.0,0.0,80.0,0.0
baseline + side_adjusted,rb1s,mlp,0,0.5,123.0,0.6991869918699187,0.8307692307692308,0.675,0.7448275862068966,0.831656480295341,0.2250240718389205,0.6553044498836547,0.7093023255813955,32.0,11.0,26.0,54.0
baseline + side_adjusted,rb1s,mlp,0,0.55,123.0,0.6422764227642277,0.8103448275862069,0.5875,0.6811594202898551,0.831656480295341,0.2250240718389205,0.6553044498836547,0.7093023255813955,32.0,11.0,33.0,47.0
baseline + side_adjusted,rb1s,mlp,0,0.6,123.0,0.6097560975609756,0.82,0.5125,0.6307692307692307,0.831656480295341,0.2250240718389205,0.6553044498836547,0.7093023255813955,34.0,9.0,39.0,41.0
baseline + side_adjusted,rb1s,mlp,0,0.65,123.0,0.5528455284552846,0.8205128205128205,0.4,0.5378151260504201,0.831656480295341,0.2250240718389205,0.6553044498836547,0.7093023255813955,36.0,7.0,48.0,32.0
baseline + side_adjusted,rb1s,mlp,0,0.7,123.0,0.5121951219512195,0.8125,0.325,0.4642857142857143,0.831656480295341,0.2250240718389205,0.6553044498836547,0.7093023255813955,37.0,6.0,54.0,26.0
baseline + side_adjusted,ng1s,logistic,1,0.5,56.0,0.5357142857142857,0.39285714285714285,0.55,0.4583333333333333,0.45063361294708043,0.3756160212675704,1.2056610267969352,0.523611111111111,19.0,17.0,9.0,11.0
baseline + side_adjusted,ng1s,logistic,1,0.55,56.0,0.5178571428571429,0.37037037037037035,0.5,0.425531914893617,0.45063361294708043,0.3756160212675704,1.2056610267969352,0.523611111111111,19.0,17.0,10.0,10.0
baseline + side_adjusted,ng1s,logistic,1,0.6,56.0,0.5357142857142857,0.375,0.45,0.4090909090909091,0.45063361294708043,0.3756160212675704,1.2056610267969352,0.523611111111111,21.0,15.0,11.0,9.0
baseline + side_adjusted,ng1s,logistic,1,0.65,56.0,0.5178571428571429,0.34782608695652173,0.4,0.37209302325581395,0.45063361294708043,0.3756160212675704,1.2056610267969352,0.523611111111111,21.0,15.0,12.0,8.0
baseline + side_adjusted,ng1s,logistic,1,0.7,56.0,0.5357142857142857,0.36363636363636365,0.4,0.38095238095238093,0.45063361294708043,0.3756160212675704,1.2056610267969352,0.523611111111111,22.0,14.0,12.0,8.0
baseline + side_adjusted,ng1s,random_forest,0,0.5,56.0,0.3392857142857143,0.32653061224489793,0.8,0.463768115942029,0.48351087458645925,0.3634457272060322,0.9471019844269127,0.5027777777777778,3.0,33.0,4.0,16.0
baseline + side_adjusted,ng1s,random_forest,0,0.55,56.0,0.39285714285714285,0.34782608695652173,0.8,0.48484848484848486,0.48351087458645925,0.3634457272060322,0.9471019844269127,0.5027777777777778,6.0,30.0,4.0,16.0
baseline + side_adjusted,ng1s,random_forest,0,0.6,56.0,0.39285714285714285,0.3333333333333333,0.7,0.45161290322580644,0.48351087458645925,0.3634457272060322,0.9471019844269127,0.5027777777777778,8.0,28.0,6.0,14.0
baseline + side_adjusted,ng1s,random_forest,0,0.65,56.0,0.4107142857142857,0.3333333333333333,0.65,0.4406779661016949,0.48351087458645925,0.3634457272060322,0.9471019844269127,0.5027777777777778,10.0,26.0,7.0,13.0
baseline + side_adjusted,ng1s,random_forest,0,0.7,56.0,0.48214285714285715,0.3448275862068966,0.5,0.40816326530612246,0.48351087458645925,0.3634457272060322,0.9471019844269127,0.5027777777777778,17.0,19.0,10.0,10.0
baseline + side_adjusted,ng1s,extra_trees,0,0.5,56.0,0.3392857142857143,0.32653061224489793,0.8,0.463768115942029,0.5517858388466953,0.3043942869654008,0.8053750168868072,0.525,3.0,33.0,4.0,16.0
baseline + side_adjusted,ng1s,extra_trees,0,0.55,56.0,0.39285714285714285,0.3409090909090909,0.75,0.46875,0.5517858388466953,0.3043942869654008,0.8053750168868072,0.525,7.0,29.0,5.0,15.0
baseline + side_adjusted,ng1s,extra_trees,0,0.6,56.0,0.5178571428571429,0.3939393939393939,0.65,0.49056603773584906,0.5517858388466953,0.3043942869654008,0.8053750168868072,0.525,16.0,20.0,7.0,13.0
baseline + side_adjusted,ng1s,extra_trees,0,0.65,56.0,0.5357142857142857,0.35,0.35,0.35,0.5517858388466953,0.3043942869654008,0.8053750168868072,0.525,23.0,13.0,13.0,7.0
baseline + side_adjusted,ng1s,extra_trees,0,0.7,56.0,0.7142857142857143,0.75,0.3,0.42857142857142855,0.5517858388466953,0.3043942869654008,0.8053750168868072,0.525,34.0,2.0,14.0,6.0
baseline + side_adjusted,ng1s,hist_gradient_boosting,0,0.5,56.0,0.375,0.3404255319148936,0.8,0.47761194029850745,0.43792539585093015,0.4653155910559836,1.3733040606763218,0.507638888888889,5.0,31.0,4.0,16.0
baseline + side_adjusted,ng1s,hist_gradient_boosting,0,0.55,56.0,0.375,0.3404255319148936,0.8,0.47761194029850745,0.43792539585093015,0.4653155910559836,1.3733040606763218,0.507638888888889,5.0,31.0,4.0,16.0
baseline + side_adjusted,ng1s,hist_gradient_boosting,0,0.6,56.0,0.39285714285714285,0.34782608695652173,0.8,0.48484848484848486,0.43792539585093015,0.4653155910559836,1.3733040606763218,0.507638888888889,6.0,30.0,4.0,16.0
baseline + side_adjusted,ng1s,hist_gradient_boosting,0,0.65,56.0,0.4107142857142857,0.3488372093023256,0.75,0.47619047619047616,0.43792539585093015,0.4653155910559836,1.3733040606763218,0.507638888888889,8.0,28.0,5.0,15.0
baseline + side_adjusted,ng1s,hist_gradient_boosting,0,0.7,56.0,0.4107142857142857,0.3488372093023256,0.75,0.47619047619047616,0.43792539585093015,0.4653155910559836,1.3733040606763218,0.507638888888889,8.0,28.0,5.0,15.0
baseline + side_adjusted,ng1s,adaboost,0,0.5,56.0,0.35714285714285715,0.34,0.85,0.4857142857142857,0.43027919107397034,0.3988794591757682,1.0600244658159597,0.5416666666666667,3.0,33.0,3.0,17.0
baseline + side_adjusted,ng1s,adaboost,0,0.55,56.0,0.39285714285714285,0.3541666666666667,0.85,0.5,0.43027919107397034,0.3988794591757682,1.0600244658159597,0.5416666666666667,5.0,31.0,3.0,17.0
baseline + side_adjusted,ng1s,adaboost,0,0.6,56.0,0.375,0.3404255319148936,0.8,0.47761194029850745,0.43027919107397034,0.3988794591757682,1.0600244658159597,0.5416666666666667,5.0,31.0,4.0,16.0
baseline + side_adjusted,ng1s,adaboost,0,0.65,56.0,0.42857142857142855,0.35714285714285715,0.75,0.4838709677419355,0.43027919107397034,0.3988794591757682,1.0600244658159597,0.5416666666666667,9.0,27.0,5.0,15.0
baseline + side_adjusted,ng1s,adaboost,0,0.7,56.0,0.44642857142857145,0.36585365853658536,0.75,0.4918032786885246,0.43027919107397034,0.3988794591757682,1.0600244658159597,0.5416666666666667,10.0,26.0,5.0,15.0
baseline + side_adjusted,ng1s,mlp,0,0.5,56.0,0.5535714285714286,0.35294117647058826,0.3,0.32432432432432434,0.41901686355180584,0.288311162518832,0.7939809808441709,0.45833333333333337,25.0,11.0,14.0,6.0
baseline + side_adjusted,ng1s,mlp,0,0.55,56.0,0.5535714285714286,0.35294117647058826,0.3,0.32432432432432434,0.41901686355180584,0.288311162518832,0.7939809808441709,0.45833333333333337,25.0,11.0,14.0,6.0
baseline + side_adjusted,ng1s,mlp,0,0.6,56.0,0.5714285714285714,0.35714285714285715,0.25,0.29411764705882354,0.41901686355180584,0.288311162518832,0.7939809808441709,0.45833333333333337,27.0,9.0,15.0,5.0
baseline + side_adjusted,ng1s,mlp,0,0.65,56.0,0.6071428571428571,0.4166666666666667,0.25,0.3125,0.41901686355180584,0.288311162518832,0.7939809808441709,0.45833333333333337,29.0,7.0,15.0,5.0
baseline + side_adjusted,ng1s,mlp,0,0.7,56.0,0.5892857142857143,0.36363636363636365,0.2,0.25806451612903225,0.41901686355180584,0.288311162518832,0.7939809808441709,0.45833333333333337,29.0,7.0,16.0,4.0
baseline + side_adjusted,gc1s,logistic,0,0.5,24.0,0.5416666666666666,0.5416666666666666,1.0,0.7027027027027027,0.7780560942325648,0.3539986515769873,1.0119969227626593,0.6363636363636364,0.0,11.0,0.0,13.0
baseline + side_adjusted,gc1s,logistic,0,0.55,24.0,0.5,0.5217391304347826,0.9230769230769231,0.6666666666666666,0.7780560942325648,0.3539986515769873,1.0119969227626593,0.6363636363636364,0.0,11.0,1.0,12.0
baseline + side_adjusted,gc1s,logistic,0,0.6,24.0,0.5,0.5217391304347826,0.9230769230769231,0.6666666666666666,0.7780560942325648,0.3539986515769873,1.0119969227626593,0.6363636363636364,0.0,11.0,1.0,12.0
baseline + side_adjusted,gc1s,logistic,0,0.65,24.0,0.5,0.5217391304347826,0.9230769230769231,0.6666666666666666,0.7780560942325648,0.3539986515769873,1.0119969227626593,0.6363636363636364,0.0,11.0,1.0,12.0
baseline + side_adjusted,gc1s,logistic,0,0.7,24.0,0.5,0.5217391304347826,0.9230769230769231,0.6666666666666666,0.7780560942325648,0.3539986515769873,1.0119969227626593,0.6363636363636364,0.0,11.0,1.0,12.0
baseline + side_adjusted,gc1s,random_forest,0,0.5,24.0,0.5416666666666666,0.5555555555555556,0.7692307692307693,0.6451612903225806,0.7217247063222294,0.236243958388797,0.6624313201856498,0.6083916083916083,3.0,8.0,3.0,10.0
baseline + side_adjusted,gc1s,random_forest,0,0.55,24.0,0.5,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.7217247063222294,0.236243958388797,0.6624313201856498,0.6083916083916083,5.0,6.0,6.0,7.0
baseline + side_adjusted,gc1s,random_forest,0,0.6,24.0,0.5416666666666666,0.625,0.38461538461538464,0.47619047619047616,0.7217247063222294,0.236243958388797,0.6624313201856498,0.6083916083916083,8.0,3.0,8.0,5.0
baseline + side_adjusted,gc1s,random_forest,0,0.65,24.0,0.5833333333333334,1.0,0.23076923076923078,0.375,0.7217247063222294,0.236243958388797,0.6624313201856498,0.6083916083916083,11.0,0.0,10.0,3.0
baseline + side_adjusted,gc1s,random_forest,0,0.7,24.0,0.5416666666666666,1.0,0.15384615384615385,0.26666666666666666,0.7217247063222294,0.236243958388797,0.6624313201856498,0.6083916083916083,11.0,0.0,11.0,2.0
baseline + side_adjusted,gc1s,extra_trees,1,0.5,24.0,0.625,0.6428571428571429,0.6923076923076923,0.6666666666666666,0.731664916280301,0.2305906784035087,0.6531358972250988,0.6643356643356644,6.0,5.0,4.0,9.0
baseline + side_adjusted,gc1s,extra_trees,1,0.55,24.0,0.5833333333333334,0.6666666666666666,0.46153846153846156,0.5454545454545454,0.731664916280301,0.2305906784035087,0.6531358972250988,0.6643356643356644,8.0,3.0,7.0,6.0
baseline + side_adjusted,gc1s,extra_trees,1,0.6,24.0,0.5416666666666666,0.75,0.23076923076923078,0.35294117647058826,0.731664916280301,0.2305906784035087,0.6531358972250988,0.6643356643356644,10.0,1.0,10.0,3.0
baseline + side_adjusted,gc1s,extra_trees,1,0.65,24.0,0.5,1.0,0.07692307692307693,0.14285714285714285,0.731664916280301,0.2305906784035087,0.6531358972250988,0.6643356643356644,11.0,0.0,12.0,1.0
baseline + side_adjusted,gc1s,extra_trees,1,0.7,24.0,0.5,1.0,0.07692307692307693,0.14285714285714285,0.731664916280301,0.2305906784035087,0.6531358972250988,0.6643356643356644,11.0,0.0,12.0,1.0
baseline + side_adjusted,gc1s,hist_gradient_boosting,0,0.5,24.0,0.5833333333333334,0.5714285714285714,0.9230769230769231,0.7058823529411765,0.7769219539286429,0.2643231071912154,0.7265759929080486,0.6783216783216784,2.0,9.0,1.0,12.0
baseline + side_adjusted,gc1s,hist_gradient_boosting,0,0.55,24.0,0.5833333333333334,0.5714285714285714,0.9230769230769231,0.7058823529411765,0.7769219539286429,0.2643231071912154,0.7265759929080486,0.6783216783216784,2.0,9.0,1.0,12.0
baseline + side_adjusted,gc1s,hist_gradient_boosting,0,0.6,24.0,0.5833333333333334,0.5714285714285714,0.9230769230769231,0.7058823529411765,0.7769219539286429,0.2643231071912154,0.7265759929080486,0.6783216783216784,2.0,9.0,1.0,12.0
baseline + side_adjusted,gc1s,hist_gradient_boosting,0,0.65,24.0,0.5833333333333334,0.5714285714285714,0.9230769230769231,0.7058823529411765,0.7769219539286429,0.2643231071912154,0.7265759929080486,0.6783216783216784,2.0,9.0,1.0,12.0
baseline + side_adjusted,gc1s,hist_gradient_boosting,0,0.7,24.0,0.5833333333333334,0.6,0.6923076923076923,0.6428571428571429,0.7769219539286429,0.2643231071912154,0.7265759929080486,0.6783216783216784,5.0,6.0,4.0,9.0
baseline + side_adjusted,gc1s,adaboost,0,0.5,24.0,0.5416666666666666,0.5416666666666666,1.0,0.7027027027027027,0.6098408456532027,0.267036874704141,0.7332933808877996,0.5314685314685316,0.0,11.0,0.0,13.0
baseline + side_adjusted,gc1s,adaboost,0,0.55,24.0,0.5833333333333334,0.5652173913043478,1.0,0.7222222222222222,0.6098408456532027,0.267036874704141,0.7332933808877996,0.5314685314685316,1.0,10.0,0.0,13.0
baseline + side_adjusted,gc1s,adaboost,0,0.6,24.0,0.5416666666666666,0.5454545454545454,0.9230769230769231,0.6857142857142857,0.6098408456532027,0.267036874704141,0.7332933808877996,0.5314685314685316,1.0,10.0,1.0,12.0
baseline + side_adjusted,gc1s,adaboost,0,0.65,24.0,0.625,0.6,0.9230769230769231,0.7272727272727273,0.6098408456532027,0.267036874704141,0.7332933808877996,0.5314685314685316,3.0,8.0,1.0,12.0
baseline + side_adjusted,gc1s,adaboost,0,0.7,24.0,0.5,0.5454545454545454,0.46153846153846156,0.5,0.6098408456532027,0.267036874704141,0.7332933808877996,0.5314685314685316,6.0,5.0,7.0,6.0
baseline + side_adjusted,gc1s,mlp,0,0.5,24.0,0.5833333333333334,0.5652173913043478,1.0,0.7222222222222222,0.5847229473571667,0.3043667470437884,0.8477242276657978,0.49650349650349657,1.0,10.0,0.0,13.0
baseline + side_adjusted,gc1s,mlp,0,0.55,24.0,0.5,0.5238095238095238,0.8461538461538461,0.6470588235294118,0.5847229473571667,0.3043667470437884,0.8477242276657978,0.49650349650349657,1.0,10.0,2.0,11.0
baseline + side_adjusted,gc1s,mlp,0,0.6,24.0,0.4583333333333333,0.5,0.7692307692307693,0.6060606060606061,0.5847229473571667,0.3043667470437884,0.8477242276657978,0.49650349650349657,1.0,10.0,3.0,10.0
baseline + side_adjusted,gc1s,mlp,0,0.65,24.0,0.4583333333333333,0.5,0.6923076923076923,0.5806451612903226,0.5847229473571667,0.3043667470437884,0.8477242276657978,0.49650349650349657,2.0,9.0,4.0,9.0
baseline + side_adjusted,gc1s,mlp,0,0.7,24.0,0.5416666666666666,0.5625,0.6923076923076923,0.6206896551724138,0.5847229473571667,0.3043667470437884,0.8477242276657978,0.49650349650349657,4.0,7.0,4.0,9.0
baseline + side_adjusted,si1s,logistic,0,0.5,114.0,0.49122807017543857,0.4444444444444444,0.37735849056603776,0.40816326530612246,0.46089136407788656,0.2826579185430705,0.7668393212365828,0.48159604082895147,36.0,25.0,33.0,20.0
baseline + side_adjusted,si1s,logistic,0,0.55,114.0,0.4824561403508772,0.40625,0.24528301886792453,0.3058823529411765,0.46089136407788656,0.2826579185430705,0.7668393212365828,0.48159604082895147,42.0,19.0,40.0,13.0
